date,amount,description
04-09-2025,"2,160",RELIANCE FRESH - Reliance Fresh groceries
17-05-2025,"? 3,955",MAKEMYTRIP - MakeMyTrip booking ONLINE/3KC7T0
10-11-2025,124,HDFC - HDFC bank charge BLR
16-11-2025,"? 13,042",META ADS - Meta ads spend BLR
07-04-2025,"? 1,851",INDIGO - IndiGo flight BLR
20-01-2025,"? 11,948",UPI - UPI transfer POS/2T1MPI
15-10-2025,378,SWIGGY - Swiggy food order
19-01-2025,? 789,SWIGGY - Swiggy food order Txn RRPF32KIC8B9
25-03-2025,"? 1,360",AIRTEL - Airtel broadband bill POS/HW4HX1
08-02-2025,"? 8,081.17",VISTARA - Vistara flight UPI/OSH3YU
22-07-2025,"10,779",GOIBIBO - Goibibo booking Txn SB8G05405ZKM
27-02-2025,803,JIO - Jio fiber bill UPI/XKQ8JL
06-01-2025,? 980,SWIGGY - Swiggy food order Payment BD35XK
13-05-2025,"? 1,965",LEGAL - Legal services MUM
23-03-2025,? 50,UPI - UPI transfer POS/Z3BC1T
17-07-2025,"? 1,435",DMART - DMart groceries POS/FFNVTN
22-01-2025,50 INR,UPI - UPI transfer Ref NXTKSGJTCR
26-10-2025,"? 1,063",WATER - Water bill
05-10-2025,? 326,KFC - KFC meal Ref I38HM6IUUH
26-05-2025,196,SWIGGY - Swiggy food order Payment W2P127
24-03-2025,167 INR,HDFC - HDFC bank charge AHM
11-10-2025,"? 3,491",INDIGO - IndiGo flight DEL
14-03-2025,"? 4,051",AMAZON - Amazon office supplies DEL
15-08-2025,190,HDFC - HDFC bank charge Ref B3B5P07O22
15-02-2025,"? 2,033",META ADS - Meta ads spend Ref 7HH0A5XAAJ
24-07-2025,? 132.67,UBER - Uber trip ONLINE/EDS9W5
07-07-2025,? 353,SWIGGY - Swiggy food order Txn MGZXQXTC33J7
17-06-2025,852 INR,NOTION - Notion subscription MUM
20-07-2025,"? 2,419",WATER - Water bill Ref RBD783TY4W
10-04-2025,718,RELIANCE FRESH - Reliance Fresh groceries Ref 09BQAFOXF9
30-04-2025,"3,354",SLACK - Slack subscription Payment S76G0D
02-09-2025,142,NETFLIX - Netflix subscription ONLINE/M0OBZX
18-01-2025,? 807,BIGBASKET - BigBasket groceries ONLINE/2HQXQT
13-06-2025,740 INR,ATLASSIAN - Atlassian Jira MUM
16-02-2025,"5,622 INR",GOIBIBO - Goibibo booking Txn QRW6FXN9T4RV
22-01-2025,"9,641",MAKEMYTRIP - MakeMyTrip booking Payment HCILDU
24-03-2025,? 662,STARBUCKS - Starbucks coffee Payment B4SLPZ
18-04-2025,"1,201 INR",MICROSOFT - Microsoft 365 UPI/IPPZD3
28-10-2025,"2,484",ELECTRICITY - Electricity bill ONLINE/VN9M69
21-03-2025,? 402,SPOTIFY - Spotify subscription DEL
30-05-2025,"1,401 INR",IRCTC - IRCTC train booking
19-02-2025,? 222,DOMINOS - Dominos pizza UPI/4NERDY
25-07-2025,80 INR,SWIGGY - Swiggy food order Ref P186RA9GXC
14-06-2025,"? 13,909",FREELANCER - Freelance services
09-01-2025,"? 2,385",ATLASSIAN - Atlassian Jira AHM
21-02-2025,"1,921",GOIBIBO - Goibibo booking AHM
08-12-2025,75 INR,SBI - SBI service charge POS/Y2E9RU
28-05-2025,"? 1,423.69",MAKEMYTRIP - MakeMyTrip booking BLR
08-08-2025,772,IRCTC - IRCTC train booking POS/KA4L2E
20-11-2025,80,ZOMATO - Zomato food order BLR
17-06-2025,"7,010 INR",FREELANCER - Freelance services AHM
06-12-2025,"1,270",JIO - Jio fiber bill BLR
14-12-2025,"15,202",AWS - AWS cloud charges Payment O1L1VL
19-09-2025,? 446,NETFLIX - Netflix subscription MUM
14-01-2025,"? 2,835",GAS - Gas bill Txn UDDD30FOJK1K
18-08-2025,388,SPOTIFY - Spotify subscription POS/3DXW0Z
28-03-2025,"8,752.38 INR",INDIGO - IndiGo flight ONLINE/Y6IOJH
09-12-2025,"1,730",RELIANCE FRESH - Reliance Fresh groceries Ref GDHYYS3BQQ
14-10-2025,50 INR,UPI - UPI transfer AHM
17-01-2025,"10,361",VISTARA - Vistara flight Payment OCJ599
03-09-2025,"1,489",NOTION - Notion subscription Txn 165UCJZ57OHO
26-01-2025,"12,320 INR",VISTARA - Vistara flight
12-11-2025,"? 3,697",CA CONSULT - CA consultation BLR
24-07-2025,"? 2,143",AIRTEL - Airtel broadband bill UPI/AY86X7
15-09-2025,"? 7,898.08",MAKEMYTRIP - MakeMyTrip booking UPI/S9JZ09
17-11-2025,603,ZOMATO - Zomato food order POS/M895FA
23-01-2025,738 INR,ZOOM - Zoom subscription MUM
20-09-2025,"? 1,641",ADOBE - Adobe subscription MUM
14-12-2025,"? 6,568",UPI - UPI transfer
30-06-2025,630.55,KFC - KFC meal UPI/5B5O99
05-05-2025,"11,386",VISTARA - Vistara flight ONLINE/12E1KQ
11-03-2025,"3,360",ATLASSIAN - Atlassian Jira DEL
09-12-2025,"? 1,128",ATLASSIAN - Atlassian Jira Txn HFVC205IJU24
26-10-2025,20 INR,SBI - SBI service charge BLR
02-08-2025,"? 3,149",FREELANCER - Freelance services Ref IYBQ82TA1A
05-04-2025,"2,120",DMART - DMart groceries AHM
24-07-2025,"1,397.84",GITHUB - GitHub subscription MUM
25-12-2025,"9,317.32",INDIGO - IndiGo flight POS/TXUVC0
25-09-2025,? 255,OLA - Ola ride BLR
26-10-2025,166.09 INR,OLA - Ola ride UPI/8GF2MA
07-04-2025,? 959.01,BIGBASKET - BigBasket groceries Ref 79ZLO9W3TY
28-09-2025,"1,942",DMART - DMart groceries Payment GLPYQI
27-10-2025,32 INR,HDFC - HDFC bank charge DEL
25-06-2025,? 138,OLA - Ola ride POS/WXVHR6
10-02-2025,"2,102 INR",ADOBE - Adobe subscription MUM
05-05-2025,963,SWIGGY - Swiggy food order UPI/I0CQJY
16-01-2025,179.45 INR,STARBUCKS - Starbucks coffee BLR
15-06-2025,? 116,SWIGGY - Swiggy food order AHM
21-05-2025,"11,675",MAKEMYTRIP - MakeMyTrip booking Ref 8KFYMVB2P2
21-11-2025,? 33,SBI - SBI service charge Ref KPMUAY57BT
24-12-2025,"? 8,788",FREELANCER - Freelance services BLR
24-06-2025,? 102,STARBUCKS - Starbucks coffee BLR
08-05-2025,? 40,SBI - SBI service charge POS/U0L4VK
26-08-2025,"11,223 INR",IMPS - IMPS transfer DEL
07-03-2025,"1,523.12",SLACK - Slack subscription POS/RRXHHP
20-08-2025,? 924,GITHUB - GitHub subscription AHM
30-08-2025,"? 3,568",GOIBIBO - Goibibo booking Txn Z6YT92R6LXPP
06-04-2025,"10,194 INR",FREELANCER - Freelance services Txn 8DVW5HO2E51Y
11-10-2025,414 INR,ELECTRICITY - Electricity bill ONLINE/N00H7O
18-12-2025,"20,005 INR",META ADS - Meta ads spend UPI/NN09YX
09-10-2025,10,SBI - SBI service charge ONLINE/34QW87
04-01-2025,500 INR,LEGAL - Legal services POS/MJKWER
20-12-2025,"18,799",META ADS - Meta ads spend AHM
21-02-2025,"1,128.03",IRCTC - IRCTC train booking BLR
18-09-2025,? 132,ICICI - ICICI bank fee POS/4J96SU
26-02-2025,617 INR,FLIPKART - Flipkart office supplies AHM
20-01-2025,"1,200",VISTARA - Vistara flight DEL
03-10-2025,343,ZOMATO - Zomato food order POS/6GOJY3
07-03-2025,"4,741",VISTARA - Vistara flight AHM
27-08-2025,"? 7,494",FREELANCER - Freelance services Txn NJS10UE6PXWY
27-07-2025,"? 2,506",SLACK - Slack subscription BLR
22-06-2025,10,HDFC - HDFC bank charge POS/Q310TS
05-06-2025,"1,554 INR",BIGBASKET - BigBasket groceries DEL
05-08-2025,"? 16,615",META ADS - Meta ads spend BLR
27-01-2025,500,LEGAL - Legal services
06-10-2025,"? 16,229",FREELANCER - Freelance services BLR
03-11-2025,"2,721",JIO - Jio fiber bill UPI/VLNR28
31-08-2025,"? 9,322",VISTARA - Vistara flight Txn Z5592H784540
23-07-2025,"1,139",IRCTC - IRCTC train booking POS/LPPH80
30-05-2025,? 50,UPI - UPI transfer
12-01-2025,"1,923",GITHUB - GitHub subscription AHM
14-01-2025,911,GAS - Gas bill UPI/Z354I4
30-10-2025,"? 7,336",GOIBIBO - Goibibo booking UPI/EW2NNQ
08-10-2025,"20,866 INR",GOOGLE ADS - Google ads spend MUM
09-12-2025,204,ICICI - ICICI bank fee UPI/PQTI8P
31-10-2025,"7,194 INR",VISTARA - Vistara flight AHM
13-07-2025,99,ICICI - ICICI bank fee ONLINE/LTYP54
23-11-2025,552 INR,KFC - KFC meal ONLINE/ZHVQHX
03-07-2025,"2,240 INR",MAKEMYTRIP - MakeMyTrip booking ONLINE/ZWBZGC
01-01-2025,50 INR,UPI - UPI transfer BLR
10-09-2025,"6,638 INR",INDIGO - IndiGo flight UPI/UDM7HY
19-07-2025,141,KFC - KFC meal UPI/9OTCB4
26-10-2025,197,DOMINOS - Dominos pizza BLR
16-08-2025,"1,668",MICROSOFT - Microsoft 365 AHM
24-08-2025,709.43,GAS - Gas bill Ref FIE2PK91ZB
17-08-2025,"3,807 INR",GOIBIBO - Goibibo booking
25-01-2025,"2,001",ELECTRICITY - Electricity bill Txn LKN1MH6Z2HVK
25-08-2025,"? 11,633",MAKEMYTRIP - MakeMyTrip booking
22-10-2025,418 INR,DOMINOS - Dominos pizza ONLINE/SF690K
24-11-2025,"? 2,596",UPI - UPI transfer Txn DPLHCESS1JOM
27-05-2025,"? 1,216",GITHUB - GitHub subscription Txn HKNBDCUUCWUC
19-10-2025,? 145,ICICI - ICICI bank fee UPI/DMFG91
17-10-2025,"? 2,059",MICROSOFT - Microsoft 365 Payment H2EMFL
27-03-2025,970,NOTION - Notion subscription BLR
06-10-2025,"? 6,299",GOIBIBO - Goibibo booking MUM
26-05-2025,471,ATLASSIAN - Atlassian Jira MUM
31-01-2025,"? 2,718",GITHUB - GitHub subscription POS/NNIUJN
27-05-2025,"3,005",AWS - AWS cloud charges AHM
22-05-2025,833,DMART - DMart groceries ONLINE/R6ZOZO
02-04-2025,"1,068",SLACK - Slack subscription Ref 6VGJKP9OIL
21-11-2025,75,SBI - SBI service charge POS/KLUTIP
02-08-2025,"14,621",NEFT - NEFT transfer ONLINE/PQCKFH
05-07-2025,? 10,HDFC - HDFC bank charge ONLINE/II3BTL
06-12-2025,"1,256",DMART - DMart groceries Payment FL5C7U
02-07-2025,703 INR,CA CONSULT - CA consultation AHM
23-10-2025,114 INR,UBER - Uber trip UPI/XH5G8H
22-10-2025,"? 2,123",BIGBASKET - BigBasket groceries Ref 8VUZ38G5AW
20-10-2025,"14,578",META ADS - Meta ads spend AHM
12-05-2025,810 INR,ZOMATO - Zomato food order Ref 95CXUU07OV
02-05-2025,? 595,NETFLIX - Netflix subscription Ref R2RXUQMY3X
27-10-2025,238.16 INR,SPOTIFY - Spotify subscription Payment 3KSRK0
19-03-2025,"2,944 INR",MICROSOFT - Microsoft 365
12-04-2025,"18,842",META ADS - Meta ads spend DEL
28-01-2025,373 INR,NETFLIX - Netflix subscription ONLINE/1RSBSH
14-11-2025,"2,527",AIRTEL - Airtel broadband bill Ref G80Z8WWU3K
19-06-2025,642,NETFLIX - Netflix subscription AHM
02-03-2025,? 108,SBI - SBI service charge Ref TD7OOR1UUS
18-10-2025,"2,214 INR",AMAZON - Amazon office supplies Txn WCKFBDTYZUSE
16-05-2025,50,UBER - Uber trip ONLINE/XWGVLL
10-10-2025,368,NETFLIX - Netflix subscription MUM
29-07-2025,730,FREELANCER - Freelance services MUM
13-09-2025,80,ZOMATO - Zomato food order BLR
26-08-2025,"? 2,075.29",ELECTRICITY - Electricity bill DEL
23-09-2025,"1,633",ELECTRICITY - Electricity bill Txn TJUG3B0CDT90
27-05-2025,"2,851.68",FLIPKART - Flipkart office supplies Ref VIA9DYOG6V
16-02-2025,? 121,ZOMATO - Zomato food order MUM
12-08-2025,"3,710",JIO - Jio fiber bill Payment XMZTQN
23-08-2025,? 947.56,ATLASSIAN - Atlassian Jira Payment YKNHZV
12-02-2025,116.64 INR,SWIGGY - Swiggy food order Payment LK6J10
11-05-2025,"4,479 INR",IMPS - IMPS transfer Payment TLD753
10-06-2025,"12,250 INR",FREELANCER - Freelance services Txn CT0YFEJBL11D
08-04-2025,333,SPOTIFY - Spotify subscription
24-06-2025,"2,664",GOIBIBO - Goibibo booking
25-12-2025,"? 2,227.84",AIRTEL - Airtel broadband bill UPI/9OIWYL
11-04-2025,"2,419",ZOOM - Zoom subscription Payment PIOMQX
21-12-2025,? 50,UPI - UPI transfer UPI/CKNV20
09-10-2025,"1,635",AIRTEL - Airtel broadband bill POS/88I6XW
21-04-2025,? 56,SBI - SBI service charge POS/Y6BR0C
20-07-2025,"5,133",GOOGLE CLOUD - Google Cloud billing UPI/RQ85O3
04-07-2025,? 890,ZOOM - Zoom subscription ONLINE/GNK6DP
04-12-2025,409,SWIGGY - Swiggy food order UPI/4Z4L9O
25-01-2025,? 500,GOOGLE ADS - Google ads spend AHM
14-09-2025,? 358.42,SWIGGY - Swiggy food order AHM
23-04-2025,? 186,NETFLIX - Netflix subscription Ref FLECQFYYYK
18-03-2025,500 INR,GOOGLE CLOUD - Google Cloud billing Ref DJJKWLJ1NC
26-01-2025,"2,990",INDIGO - IndiGo flight UPI/FRAO80
02-02-2025,"1,665.06 INR",GITHUB - GitHub subscription ONLINE/3DA8DG
15-06-2025,"? 3,99,999",AMAZON - High-end workstation purchase Ref 2ZRWL6LSI7
17-05-2025,"2,663.84 INR",IMPS - IMPS transfer POS/624GK3
11-11-2025,"3,038",VISTARA - Vistara flight UPI/F9RTX7
03-01-2025,"1,008",RELIANCE FRESH - Reliance Fresh groceries AHM
08-11-2025,301,UBER - Uber trip Txn GJ8NI1UX86B6
29-03-2025,279,ZOMATO - Zomato food order POS/RGFEIH
27-11-2025,703,ZOMATO - Zomato food order UPI/LQB6WR
04-09-2025,27 INR,ICICI - ICICI bank fee AHM
26-01-2025,"1,551",MAKEMYTRIP - MakeMyTrip booking AHM
18-08-2025,"? 6,561",AMAZON - Amazon office supplies
06-04-2025,"? 2,128",NOTION - Notion subscription POS/142SCH
14-07-2025,"1,434",MICROSOFT - Microsoft 365 DEL
18-05-2025,"? 9,218",FREELANCER - Freelance services Ref PEZ19W2VSO
04-07-2025,"1,748",GAS - Gas bill DEL
21-04-2025,"16,085",GOOGLE ADS - Google ads spend DEL
24-04-2025,130.56 INR,ICICI - ICICI bank fee DEL
07-09-2025,"5,134 INR",AMAZON - Amazon office supplies AHM
22-02-2025,? 191,OLA - Ola ride MUM
14-05-2025,"? 2,107",MAKEMYTRIP - MakeMyTrip booking Ref 3Y2YQAN5ZM
15-06-2025,384,IRCTC - IRCTC train booking Txn 3LRIMN9BWX07
12-09-2025,916,STARBUCKS - Starbucks coffee ONLINE/744CSG
08-03-2025,"? 1,930",BIGBASKET - BigBasket groceries POS/IKE66C
25-10-2025,"? 1,440",GAS - Gas bill
19-05-2025,"1,774.46 INR",RELIANCE FRESH - Reliance Fresh groceries POS/BHIWXQ
17-05-2025,66,ICICI - ICICI bank fee Payment BTTBA3
10-03-2025,? 400.87,SWIGGY - Swiggy food order POS/XYFZ1M
01-12-2025,? 96,OLA - Ola ride DEL
03-10-2025,"1,948",DMART - DMart groceries AHM
30-12-2025,"? 6,148",NEFT - NEFT transfer AHM
12-02-2025,"1,166.27",RELIANCE FRESH - Reliance Fresh groceries DEL
02-09-2025,"11,781.67",AWS - AWS cloud charges DEL
06-09-2025,"1,530",ZOOM - Zoom subscription
27-06-2025,"14,343.80 INR",GOOGLE ADS - Google ads spend DEL
03-06-2025,"1,768 INR",RELIANCE FRESH - Reliance Fresh groceries Payment RNPP2I
30-06-2025,"9,752 INR",IMPS - IMPS transfer Payment 0ZJX1L
04-08-2025,"10,450",CA CONSULT - CA consultation Txn JR1MWL59GBGE
07-05-2025,"? 2,547",SLACK - Slack subscription
05-07-2025,296,UBER - Uber trip BLR
24-02-2025,"2,128.37 INR",MICROSOFT - Microsoft 365
09-03-2025,"7,989 INR",MAKEMYTRIP - MakeMyTrip booking POS/DHXX0M
29-01-2025,"? 18,652.93",GOOGLE ADS - Google ads spend MUM
17-03-2025,? 200,GAS - Gas bill DEL
07-09-2025,80 INR,ZOMATO - Zomato food order DEL
22-04-2025,911,GITHUB - GitHub subscription Payment E47HWP
01-06-2025,? 460,MICROSOFT - Microsoft 365 Payment ZGE9ST
04-07-2025,"13,298",GOOGLE ADS - Google ads spend UPI/LX8AQR
03-12-2025,"1,313",JIO - Jio fiber bill Txn PBWLBT7SBOGG
16-10-2025,"? 4,526",AIRTEL - Airtel broadband bill MUM
21-12-2025,500 INR,GOOGLE CLOUD - Google Cloud billing BLR
06-09-2025,437 INR,ZOOM - Zoom subscription DEL
23-09-2025,"1,310",AMAZON - Amazon office supplies MUM
07-01-2025,"3,911.38",GOOGLE CLOUD - Google Cloud billing BLR
11-01-2025,678.03 INR,GITHUB - GitHub subscription MUM
01-07-2025,"4,824 INR",VISTARA - Vistara flight UPI/8K2ADQ
29-08-2025,"? 2,152",FLIPKART - Flipkart office supplies MUM
28-05-2025,300 INR,KFC - KFC meal
12-05-2025,"? 3,137",NOTION - Notion subscription DEL
07-09-2025,50,IMPS - IMPS transfer UPI/8ZX637
11-03-2025,"2,956",ELECTRICITY - Electricity bill BLR
14-01-2025,"? 1,101",JIO - Jio fiber bill Payment TC8AA7
20-11-2025,"1,498 INR",NOTION - Notion subscription ONLINE/32ZKO0
23-02-2025,"? 10,752",GOOGLE CLOUD - Google Cloud billing AHM
10-02-2025,"4,822 INR",LEGAL - Legal services BLR
12-01-2025,"13,747",LEGAL - Legal services POS/MDB4IQ
29-09-2025,"4,324.42",CA CONSULT - CA consultation
11-05-2025,488,SPOTIFY - Spotify subscription BLR
10-09-2025,"1,013.24 INR",GAS - Gas bill UPI/J7MHFR
24-04-2025,"1,142 INR",MICROSOFT - Microsoft 365 ONLINE/2FQHG3
04-12-2025,"? 1,917",GITHUB - GitHub subscription Payment W6YRJW
17-07-2025,? 50,IMPS - IMPS transfer UPI/FFRVLD
08-01-2025,"1,284",WATER - Water bill ONLINE/PT1OY3
06-01-2025,"? 9,181.63",META ADS - Meta ads spend BLR
20-04-2025,? 290,DOMINOS - Dominos pizza ONLINE/HHT7HH
06-06-2025,"? 1,481",AIRTEL - Airtel broadband bill
01-03-2025,"1,373.15",MICROSOFT - Microsoft 365 UPI/RG2AYY
20-05-2025,800.03,NOTION - Notion subscription DEL
12-10-2025,602 INR,DOMINOS - Dominos pizza
03-10-2025,"? 13,998.42",AWS - AWS cloud charges DEL
12-01-2025,? 649.36,CA CONSULT - CA consultation Txn 4Q6SJSNRLQKD
02-01-2025,"4,039",INDIGO - IndiGo flight AHM
05-09-2025,"? 2,903",MAKEMYTRIP - MakeMyTrip booking AHM
16-09-2025,? 559,SPOTIFY - Spotify subscription Ref G9Z9ZB0M5M
23-03-2025,"? 3,759",IMPS - IMPS transfer BLR
06-04-2025,701 INR,BIGBASKET - BigBasket groceries Payment FLGRE3
09-01-2025,"5,498.97 INR",VISTARA - Vistara flight BLR
05-12-2025,"21,529",GOOGLE CLOUD - Google Cloud billing Ref 8G8SFMU9R3
30-09-2025,260,UBER - Uber trip Ref UFUPCDONW3
26-03-2025,"? 11,157",INDIGO - IndiGo flight BLR
07-12-2025,? 605,STARBUCKS - Starbucks coffee ONLINE/2AVE84
12-05-2025,150 INR,FLIPKART - Flipkart office supplies MUM
01-10-2025,"2,394 INR",ZOOM - Zoom subscription UPI/L8H3R5
18-06-2025,"? 28,565",META ADS - Meta ads spend MUM
10-11-2025,"2,521.69 INR",GAS - Gas bill UPI/QHI6Y1
18-07-2025,"5,889 INR",INDIGO - IndiGo flight POS/LIUH74
12-01-2025,"4,729",NEFT - NEFT transfer MUM
10-03-2025,"? 1,299",NOTION - Notion subscription Ref 5J94X1ZJPR
07-09-2025,"1,928",GITHUB - GitHub subscription UPI/8NXVA0
16-09-2025,"? 1,202",FLIPKART - Flipkart office supplies Txn ZXBA12FRTPUV
16-09-2025,431,SPOTIFY - Spotify subscription UPI/HMG61L
29-11-2025,"? 7,152",VISTARA - Vistara flight DEL
02-01-2025,676,SWIGGY - Swiggy food order POS/OSXQCB
20-11-2025,"4,548 INR",FLIPKART - Flipkart office supplies DEL
05-12-2025,"2,487 INR",ELECTRICITY - Electricity bill ONLINE/BZHE23
24-08-2025,800 INR,SWIGGY - Swiggy food order
19-08-2025,438 INR,ZOOM - Zoom subscription BLR
20-06-2025,911.85 INR,NOTION - Notion subscription BLR
24-05-2025,? 347,OLA - Ola ride MUM
02-04-2025,"1,762",ELECTRICITY - Electricity bill Txn EF9VM81HIA18
30-07-2025,"? 5,652",GOOGLE CLOUD - Google Cloud billing BLR
12-01-2025,247,DOMINOS - Dominos pizza Payment BH6M5T
25-02-2025,? 200,DMART - DMart groceries UPI/23ISYW
04-10-2025,"5,471 INR",CA CONSULT - CA consultation Payment YKYPKR
03-04-2025,? 200,RELIANCE FRESH - Reliance Fresh groceries MUM
07-08-2025,854,IRCTC - IRCTC train booking Ref Z7081Z2G4K
23-04-2025,106,KFC - KFC meal AHM
15-03-2025,"? 2,927",CA CONSULT - CA consultation BLR
02-01-2025,"11,567",INDIGO - IndiGo flight Txn Y6ZXMZKHYVMQ
15-06-2025,309,OLA - Ola ride POS/Y2PYCE
20-02-2025,? 238.14,SPOTIFY - Spotify subscription Payment ACT3N6
09-06-2025,101 INR,SBI - SBI service charge Txn B0LINSY3909L
07-09-2025,"2,290",AIRTEL - Airtel broadband bill POS/FQ52V8
09-03-2025,"1,732",DMART - DMart groceries MUM
20-07-2025,"8,648 INR",GOIBIBO - Goibibo booking UPI/3YE99E
17-03-2025,"2,197 INR",AIRTEL - Airtel broadband bill DEL
23-03-2025,? 334,IRCTC - IRCTC train booking POS/N5PQVZ
12-12-2025,193 INR,OLA - Ola ride MUM
06-11-2025,226,UBER - Uber trip MUM
04-06-2025,384,STARBUCKS - Starbucks coffee UPI/FWCS9C
07-01-2025,? 686,NOTION - Notion subscription BLR
04-05-2025,"7,160 INR",AWS - AWS cloud charges
26-07-2025,"? 1,344",CA CONSULT - CA consultation
18-02-2025,"8,914",FREELANCER - Freelance services DEL
26-05-2025,"2,410",AMAZON - Amazon office supplies MUM
06-03-2025,"1,497",MICROSOFT - Microsoft 365 DEL
27-07-2025,"1,504 INR",MICROSOFT - Microsoft 365 BLR
16-07-2025,? 288,STARBUCKS - Starbucks coffee ONLINE/MNPAER
12-08-2025,559,DOMINOS - Dominos pizza AHM
13-01-2025,602,STARBUCKS - Starbucks coffee Payment 0PGXJC
01-09-2025,"1,443",AIRTEL - Airtel broadband bill AHM
03-03-2025,"9,844",GOIBIBO - Goibibo booking Ref 5W1IIR3QOE
16-10-2025,? 347.48,ZOMATO - Zomato food order ONLINE/6DY136
31-07-2025,780,IRCTC - IRCTC train booking Txn 6VDDAS460WOI
06-09-2025,? 367.76,SPOTIFY - Spotify subscription Ref TYOEJ908CZ
01-04-2025,"1,431",ADOBE - Adobe subscription
06-10-2025,"? 1,359",MICROSOFT - Microsoft 365 Txn HLD2XLXVPU0S
09-09-2025,325 INR,OLA - Ola ride Payment S3L524
16-04-2025,"1,075 INR",WATER - Water bill
22-01-2025,? 499,DOMINOS - Dominos pizza POS/8BY38C
06-12-2025,"? 7,139",GOIBIBO - Goibibo booking Ref 3AMRRXSXHK
17-03-2025,"2,202",ELECTRICITY - Electricity bill BLR
26-11-2025,537.52 INR,SWIGGY - Swiggy food order Txn UUZ5CKT4E9VW
05-06-2025,50 INR,UPI - UPI transfer AHM
18-04-2025,716.06,DOMINOS - Dominos pizza DEL
18-09-2025,667 INR,RELIANCE FRESH - Reliance Fresh groceries ONLINE/DDO558
03-10-2025,233.34 INR,SBI - SBI service charge AHM
12-11-2025,661.73 INR,STARBUCKS - Starbucks coffee POS/D9ZKNS
23-06-2025,"2,956.62 INR",BIGBASKET - BigBasket groceries Payment 4FXR19
24-12-2025,359,RELIANCE FRESH - Reliance Fresh groceries UPI/IT691D
29-07-2025,"14,861",META ADS - Meta ads spend
18-01-2025,"? 4,195",MAKEMYTRIP - MakeMyTrip booking Payment 00GMAW
21-10-2025,476,NETFLIX - Netflix subscription MUM
04-09-2025,"? 17,300.94",META ADS - Meta ads spend Txn LN2LTX8H374D
14-12-2025,? 200,ZOOM - Zoom subscription ONLINE/0UF4KG
15-04-2025,"? 1,138",DMART - DMart groceries Txn HQUKQD25XLLB
15-12-2025,"? 16,565",META ADS - Meta ads spend MUM
06-05-2025,428 INR,MICROSOFT - Microsoft 365 MUM
26-05-2025,"? 2,885",NOTION - Notion subscription Txn LE4CNFA5S1RJ
11-11-2025,500 INR,META ADS - Meta ads spend
02-02-2025,"? 7,918",AWS - AWS cloud charges Payment RZA7TQ
29-10-2025,"? 9,190",UPI - UPI transfer ONLINE/4HWEWD
02-10-2025,200 INR,JIO - Jio fiber bill BLR
12-09-2025,500,AWS - AWS cloud charges Payment NABNT9
22-09-2025,113 INR,SBI - SBI service charge ONLINE/8VC1G4
19-08-2025,"1,572.45",ATLASSIAN - Atlassian Jira POS/070ACI
24-11-2025,"8,736",IMPS - IMPS transfer ONLINE/6X8M9K
21-04-2025,"? 10,158",CA CONSULT - CA consultation BLR
03-07-2025,"? 11,625",FREELANCER - Freelance services Ref U0WM6XXNLH
01-10-2025,281,STARBUCKS - Starbucks coffee POS/BWDPT5
14-07-2025,? 820,ZOMATO - Zomato food order
09-04-2025,"9,082",NEFT - NEFT transfer UPI/LM3TJ5
06-02-2025,? 200,GITHUB - GitHub subscription MUM
17-06-2025,188,SBI - SBI service charge Ref MAUSRDWFS8
11-04-2025,? 460,SPOTIFY - Spotify subscription ONLINE/L2ME8Q
09-09-2025,200,GAS - Gas bill AHM
01-12-2025,209 INR,OLA - Ola ride BLR
18-05-2025,589,SPOTIFY - Spotify subscription Txn 4CGN8D4UJNOK
12-11-2025,50,IMPS - IMPS transfer UPI/PCC93D
10-04-2025,108,SBI - SBI service charge UPI/ZX96G7
13-06-2025,500,GOOGLE ADS - Google ads spend DEL
06-01-2025,64 INR,ICICI - ICICI bank fee Txn 4OM2DGCGOZ44
28-11-2025,614 INR,KFC - KFC meal UPI/GNXPX3
05-11-2025,475,RELIANCE FRESH - Reliance Fresh groceries BLR
23-02-2025,"? 20,503",GOOGLE CLOUD - Google Cloud billing POS/27CB16
20-05-2025,? 254.98,DOMINOS - Dominos pizza UPI/AXT382
21-08-2025,"? 1,688",WATER - Water bill Payment 52A4M5
