date,amount,description
2025-05-21,500,GOOGLE CLOUD - Google Cloud billing Txn 6DATJT373EVV
2025-07-20,₹50,NEFT - NEFT transfer ONLINE/C4Z0GW
2025-06-19,228,UBER - Uber trip BLR
2025-12-16,262,STARBUCKS - Starbucks coffee MUM
2025-11-04,"₹5,429.75",AMAZON - Amazon office supplies DEL
2025-05-23,513 INR,STARBUCKS - Starbucks coffee POS/SKE9VY
2025-10-15,₹857,WATER - Water bill UPI/3J8Q2T
2025-10-28,₹460,STARBUCKS - Starbucks coffee UPI/KCQIKR
2025-08-28,"3,064.69",VISTARA - Vistara flight BLR
2025-09-16,469,STARBUCKS - Starbucks coffee MUM
2025-03-13,"3,049 INR",LEGAL - Legal services Payment 5KB94B
2025-03-23,"₹6,243",FLIPKART - Flipkart office supplies UPI/6J2PCM
2025-01-03,80,STARBUCKS - Starbucks coffee POS/SA218W
2025-11-03,"15,140.74 INR",AWS - AWS cloud charges Payment YKMV1P
2025-08-04,"7,751",LEGAL - Legal services POS/ZYOJ6H
2025-09-03,"14,594.90",META ADS - Meta ads spend Ref 81UFZG5CJ1
2025-09-22,"₹5,108.63",AMAZON - Amazon office supplies Txn 27Y1U2LF9RYR
2025-02-05,826.49,ADOBE - Adobe subscription
2025-03-13,"1,450 INR",GOIBIBO - Goibibo booking Payment 8PCGE6
2025-10-26,629,ADOBE - Adobe subscription Payment 5DA8VM
2025-06-18,176 INR,SBI - SBI service charge BLR
2025-04-06,"1,877",GOOGLE CLOUD - Google Cloud billing MUM
2025-06-09,"₹1,169",ATLASSIAN - Atlassian Jira ONLINE/A1T5CF
2025-06-10,200,NOTION - Notion subscription POS/TGX7YJ
2025-05-05,123 INR,ICICI - ICICI bank fee ONLINE/VZJITO
2025-07-08,"₹8,848",AWS - AWS cloud charges Ref 4GI6T0T9EY
2025-06-11,"10,194 INR",AWS - AWS cloud charges MUM
2025-09-11,"12,098 INR",GOIBIBO - Goibibo booking AHM
2025-11-13,"10,628",MAKEMYTRIP - MakeMyTrip booking Payment YM1AYW
2025-05-14,"₹11,026",CA CONSULT - CA consultation Payment D5IJIR
2025-04-20,"12,374 INR",GOOGLE ADS - Google ads spend BLR
2025-08-18,₹872,ZOMATO - Zomato food order Payment YFAIGO
2025-10-28,"2,409 INR",AIRTEL - Airtel broadband bill ONLINE/O2ITT6
2025-09-06,"₹8,017",GOIBIBO - Goibibo booking ONLINE/QURZZP
2025-02-12,"4,910",INDIGO - IndiGo flight
2025-10-29,200 INR,WATER - Water bill Txn RXNOUXEGCPLA
2025-09-03,"₹3,214",GOIBIBO - Goibibo booking POS/MAOPD3
2025-12-12,"₹1,460",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-12-27,"3,017",ELECTRICITY - Electricity bill ONLINE/EP1E55
2025-06-27,50,IMPS - IMPS transfer BLR
2025-04-15,"2,162 INR",MAKEMYTRIP - MakeMyTrip booking
2025-03-26,455,STARBUCKS - Starbucks coffee Payment ZVLI65
2025-02-27,"2,062",JIO - Jio fiber bill POS/EF4H5F
2025-06-23,"9,898",GOOGLE CLOUD - Google Cloud billing AHM
2025-08-16,390,SPOTIFY - Spotify subscription
2025-08-14,198,STARBUCKS - Starbucks coffee AHM
2025-05-04,"4,932 INR",INDIGO - IndiGo flight ONLINE/JXR47N
2025-05-15,269 INR,FLIPKART - Flipkart office supplies POS/JL5VRC
2025-06-15,₹233,BIGBASKET - BigBasket groceries DEL
2025-09-03,"₹2,093",ATLASSIAN - Atlassian Jira Payment 8Y0AGO
2025-09-03,"₹3,401.43",AIRTEL - Airtel broadband bill AHM
2025-07-15,"6,597",GOIBIBO - Goibibo booking UPI/U1UE4U
2025-11-02,"₹1,260",SLACK - Slack subscription Ref N0IWOIE0VX
2025-02-18,"₹1,754",ATLASSIAN - Atlassian Jira Txn BJOOIIO6BQV6
2025-05-09,429,NOTION - Notion subscription Txn 9OMUOV0QG5YL
2025-11-10,₹252,STARBUCKS - Starbucks coffee BLR
2025-07-03,127,HDFC - HDFC bank charge Txn 6I2DBT1M4XKH
2025-05-03,"34,529 INR",GOOGLE ADS - Google ads spend Payment 450PEP
2025-07-08,"₹3,838",LEGAL - Legal services Ref 52CFFPT7IV
2025-09-18,"1,766",JIO - Jio fiber bill AHM
2025-05-25,"1,558",ADOBE - Adobe subscription ONLINE/QTVU77
2025-07-05,₹151,HDFC - HDFC bank charge POS/LCHJT9
2025-04-19,306,SWIGGY - Swiggy food order Txn OFP20KS2X0HA
2025-03-08,919.39,IRCTC - IRCTC train booking Txn HII6GFSVS1SP
2025-02-18,853 INR,FREELANCER - Freelance services ONLINE/3BDWQY
2025-02-17,"9,253",VISTARA - Vistara flight ONLINE/QU0LBK
2025-01-30,406,NETFLIX - Netflix subscription Txn NZ57JXV7PCS1
2025-09-16,₹367,AIRTEL - Airtel broadband bill MUM
2025-12-13,433,JIO - Jio fiber bill DEL
2025-03-02,80 INR,STARBUCKS - Starbucks coffee DEL
2025-10-26,"8,905",MAKEMYTRIP - MakeMyTrip booking
2025-01-27,531,IRCTC - IRCTC train booking
2025-07-31,"2,242 INR",MICROSOFT - Microsoft 365 Ref 3YY4Q80NDC
2025-01-04,"12,627 INR",LEGAL - Legal services DEL
2025-05-07,₹421,KFC - KFC meal Txn 54H25Q6EMMFO
2025-03-29,50,IMPS - IMPS transfer MUM
2025-09-01,"18,703",GOOGLE CLOUD - Google Cloud billing Ref 26L9FG6KW2
2025-01-21,359,NETFLIX - Netflix subscription DEL
2025-01-25,165,HDFC - HDFC bank charge Ref AIFY0E3AV1
2025-06-29,"₹1,542.39",DMART - DMart groceries AHM
2025-11-14,124,ICICI - ICICI bank fee Payment GI1LRG
2025-04-17,₹422.51,DOMINOS - Dominos pizza Txn 9SW2BF2NANGL
2025-11-30,₹884.87,AMAZON - Amazon office supplies Txn XPUQWHXBFEP7
2025-02-13,875,WATER - Water bill MUM
2025-03-30,"1,200",INDIGO - IndiGo flight Ref 5DZH9DRLU8
2025-11-16,₹476,FLIPKART - Flipkart office supplies MUM
2025-08-08,50,IMPS - IMPS transfer Ref HWN3A15E5C
2025-02-13,₹646,ZOOM - Zoom subscription MUM
2025-03-18,267 INR,SPOTIFY - Spotify subscription BLR
2025-01-21,₹951,NOTION - Notion subscription Ref L12AZX2LMX
2025-06-26,₹500,FREELANCER - Freelance services UPI/PTEW5H
2025-12-27,"₹1,822",ADOBE - Adobe subscription UPI/YE40B3
2025-10-29,117,ICICI - ICICI bank fee Payment 1KUO53
2025-04-21,"12,664 INR",GOIBIBO - Goibibo booking UPI/GT9X1P
2025-04-23,"₹2,209",MICROSOFT - Microsoft 365 Ref FMUTCABAX2
2025-01-20,"₹1,697.48",JIO - Jio fiber bill UPI/JMESFH
2025-06-29,₹817.29,AMAZON - Amazon office supplies POS/1E6SRU
2025-06-29,"2,084",FREELANCER - Freelance services MUM
2025-06-01,"3,709",UPI - UPI transfer POS/M0ORVX
2025-05-17,"1,317",SLACK - Slack subscription
2025-11-27,"1,905",GITHUB - GitHub subscription ONLINE/K1DS48
2025-02-01,754,STARBUCKS - Starbucks coffee Payment BGHS8Q
2025-10-02,"₹14,485.42",AWS - AWS cloud charges MUM
2025-07-11,749,ZOMATO - Zomato food order UPI/OYSQ3C
2025-05-19,"₹5,114",NEFT - NEFT transfer POS/PA0OB6
2025-03-05,₹419,ADOBE - Adobe subscription
2025-05-17,323,OLA - Ola ride MUM
2025-11-04,"5,392",INDIGO - IndiGo flight
2025-01-30,"20,728",GOOGLE CLOUD - Google Cloud billing Ref R6OOL3ZY6B
2025-09-28,"₹1,017",DMART - DMart groceries POS/CCDRB0
2025-03-02,429,SPOTIFY - Spotify subscription
2025-01-26,₹781,DOMINOS - Dominos pizza Txn YRPZC4A6CSG6
2025-10-04,193 INR,STARBUCKS - Starbucks coffee Ref RVIKNZROH1
2025-10-19,"1,720",BIGBASKET - BigBasket groceries MUM
2025-08-29,797,SLACK - Slack subscription Txn ANN4AX5IQTAT
2025-10-14,"₹2,488",GOOGLE CLOUD - Google Cloud billing BLR
2025-12-12,"1,790 INR",RELIANCE FRESH - Reliance Fresh groceries BLR
2025-09-08,"2,328 INR",CA CONSULT - CA consultation POS/BPQ6CD
2025-11-30,₹188,OLA - Ola ride Txn 6IOXCS5H6GCS
2025-12-21,"₹1,044",SLACK - Slack subscription Payment NYOE6I
2025-07-26,10,HDFC - HDFC bank charge Ref 7J15NFJ9DR
2025-04-12,₹79,SBI - SBI service charge BLR
2025-10-07,327,SPOTIFY - Spotify subscription Payment TVUZHT
2025-05-22,"6,916 INR",UPI - UPI transfer Ref UFB7YEW7DW
2025-03-07,124.21,HDFC - HDFC bank charge
2025-11-04,"₹2,940",AMAZON - Amazon office supplies DEL
2025-09-11,109 INR,KFC - KFC meal MUM
2025-03-10,753,ZOOM - Zoom subscription Txn NF10648Q7OKN
2025-03-28,"2,158",NEFT - NEFT transfer AHM
2025-06-21,"₹2,469.14",IMPS - IMPS transfer BLR
2025-04-22,"1,639 INR",GAS - Gas bill POS/F6JGOI
2025-08-29,"₹1,431",AIRTEL - Airtel broadband bill AHM
2025-04-02,109,HDFC - HDFC bank charge DEL
2025-05-21,530,SPOTIFY - Spotify subscription MUM
2025-10-02,"8,766 INR",META ADS - Meta ads spend Txn AWPU0NWQK3SY
2025-11-14,"₹6,877",GOIBIBO - Goibibo booking Ref MAW2M0AVCH
2025-09-16,235,NETFLIX - Netflix subscription Txn NLF8T1XQ6OXX
2025-07-22,324,NETFLIX - Netflix subscription Txn R5BPEB3B2VNH
2025-09-01,"₹8,198.48",GOOGLE CLOUD - Google Cloud billing Ref N04JSIZKLE
2025-07-14,"1,149",ZOMATO - Zomato food order BLR
2025-02-21,"8,811",VISTARA - Vistara flight UPI/CH7N4B
2025-12-06,181 INR,DOMINOS - Dominos pizza MUM
2025-06-11,"₹1,555",BIGBASKET - BigBasket groceries POS/4NGZQG
2025-01-06,86,SBI - SBI service charge DEL
2025-07-20,₹677,STARBUCKS - Starbucks coffee BLR
2025-03-09,500,FREELANCER - Freelance services MUM
2025-10-25,"₹15,961",META ADS - Meta ads spend MUM
2025-06-19,"3,929",AIRTEL - Airtel broadband bill DEL
2025-06-26,₹50,NEFT - NEFT transfer Payment DM8NRQ
2025-02-15,159,DOMINOS - Dominos pizza
2025-09-29,500,AWS - AWS cloud charges Txn FSKJTH4MO60Q
2025-11-24,216.97,OLA - Ola ride Txn 4VFOPX878NHH
2025-08-18,"₹1,612.77",ZOOM - Zoom subscription UPI/8IJQHQ
2025-09-22,713,SLACK - Slack subscription POS/UXXVOB
2025-09-16,"₹11,666",MAKEMYTRIP - MakeMyTrip booking UPI/3BASU6
2025-09-23,296,DOMINOS - Dominos pizza ONLINE/DBN5DQ
2025-10-06,532.79 INR,BIGBASKET - BigBasket groceries Ref QZQT134EMI
2025-10-12,"1,020",MICROSOFT - Microsoft 365 DEL
2025-12-31,93.20,UBER - Uber trip DEL
2025-08-31,91.22,SBI - SBI service charge ONLINE/TM9A4Z
2025-07-25,"₹15,344",CA CONSULT - CA consultation BLR
2025-11-07,"4,262 INR",GOOGLE ADS - Google ads spend BLR
2025-03-27,"₹12,258.27",VISTARA - Vistara flight UPI/QJ2W5J
2025-11-06,"7,470.37",IMPS - IMPS transfer Txn 5GE22DDZIYBH
2025-09-10,"3,392 INR",ADOBE - Adobe subscription Txn 4F40LI8KAWU1
2025-03-06,43,ICICI - ICICI bank fee AHM
2025-06-25,"₹1,800",GAS - Gas bill DEL
2025-03-30,"1,262 INR",ATLASSIAN - Atlassian Jira Txn FPWGQMFR5453
2025-04-09,290 INR,OLA - Ola ride Ref 1Y430APOTX
2025-07-18,"1,558",IMPS - IMPS transfer DEL
2025-04-22,"7,248",MAKEMYTRIP - MakeMyTrip booking POS/6VCK43
2025-11-25,210,OLA - Ola ride UPI/V4M06Z
2025-01-19,"₹1,965",AMAZON - Amazon office supplies Txn VEL6X47HWFTD
2025-12-22,"2,295",GITHUB - GitHub subscription Ref L6WT69O7N0
2025-06-08,"1,804 INR",JIO - Jio fiber bill MUM
2025-10-01,"1,101",ADOBE - Adobe subscription MUM
2025-01-02,"9,793",MAKEMYTRIP - MakeMyTrip booking Txn SCW2KIE48SI2
2025-08-18,"2,346",ATLASSIAN - Atlassian Jira DEL
2025-07-05,"3,582",GITHUB - GitHub subscription ONLINE/WIQHBS
2025-12-15,"8,372 INR",AWS - AWS cloud charges AHM
2025-09-08,"₹16,187",META ADS - Meta ads spend BLR
2025-11-04,"2,212",JIO - Jio fiber bill Txn 78HCKGOM4GS3
2025-07-18,"9,748 INR",INDIGO - IndiGo flight DEL
2025-01-19,242,ICICI - ICICI bank fee Payment G1ULYQ
2025-01-15,492,ZOMATO - Zomato food order Txn JA1DDJW41M7Q
2025-04-08,"14,870 INR",AWS - AWS cloud charges ONLINE/1GGN7F
2025-08-26,"3,108 INR",AMAZON - Amazon office supplies MUM
2025-10-20,625.11,AMAZON - Amazon office supplies
2025-06-24,619 INR,IRCTC - IRCTC train booking UPI/ZU35Q6
2025-02-28,"3,034 INR",AMAZON - Amazon office supplies UPI/SCM84K
2025-05-18,510 INR,STARBUCKS - Starbucks coffee MUM
2025-04-20,"1,358",SLACK - Slack subscription POS/ALEB1N
2025-02-04,₹491,KFC - KFC meal ONLINE/ZVS9YI
2025-07-17,"3,061",JIO - Jio fiber bill BLR
2025-08-19,"2,300 INR",AIRTEL - Airtel broadband bill MUM
2025-07-26,"1,988 INR",JIO - Jio fiber bill ONLINE/ZR78OA
2025-08-31,"₹1,402",GAS - Gas bill POS/MIXI07
2025-08-27,"14,450",AWS - AWS cloud charges DEL
2025-08-05,"17,433",GOOGLE CLOUD - Google Cloud billing Payment CEPB8F
2025-06-02,"₹8,801",META ADS - Meta ads spend BLR
2025-06-13,₹200,GITHUB - GitHub subscription DEL
2025-08-26,57,ICICI - ICICI bank fee DEL
2025-10-29,"10,971",AWS - AWS cloud charges Ref D14YXEY51N
2025-08-17,"₹2,089.43",DMART - DMart groceries UPI/ML2W8E
2025-06-26,₹692.14,SWIGGY - Swiggy food order MUM
2025-01-21,470 INR,DOMINOS - Dominos pizza Txn I6B4V4AISELN
2025-06-09,"2,268",JIO - Jio fiber bill
2025-10-10,441 INR,ATLASSIAN - Atlassian Jira DEL
2025-07-31,"₹11,711",MAKEMYTRIP - MakeMyTrip booking UPI/QDJKN0
2025-08-11,"3,140 INR",AIRTEL - Airtel broadband bill POS/ZRI7JB
2025-01-19,679,STARBUCKS - Starbucks coffee MUM
2025-04-02,"2,132 INR",ELECTRICITY - Electricity bill BLR
2025-05-01,"₹5,077",LEGAL - Legal services BLR
2025-09-14,₹960,IRCTC - IRCTC train booking DEL
2025-01-19,"₹11,607.80",AWS - AWS cloud charges MUM
2025-08-17,"1,192",IRCTC - IRCTC train booking BLR
2025-06-09,"10,583 INR",GOOGLE CLOUD - Google Cloud billing ONLINE/M7KDJ9
2025-07-21,"10,357",META ADS - Meta ads spend UPI/IHBVR0
2025-07-18,₹950.87,ATLASSIAN - Atlassian Jira AHM
2025-05-28,"1,639 INR",GAS - Gas bill MUM
2025-05-24,"9,398 INR",GOIBIBO - Goibibo booking ONLINE/J47TA3
2025-11-19,"4,248",AMAZON - Amazon office supplies Ref 02UE5IYB1R
2025-01-02,"14,709 INR",META ADS - Meta ads spend
2025-01-23,₹194,SBI - SBI service charge AHM
2025-12-15,"₹13,128",NEFT - NEFT transfer
2025-09-06,"₹1,914",ADOBE - Adobe subscription UPI/SO9BZY
2025-10-18,501,DOMINOS - Dominos pizza DEL
2025-11-11,"13,598.22 INR",FREELANCER - Freelance services Payment 2BQVC0
2025-08-21,415,NETFLIX - Netflix subscription
2025-11-23,"₹2,031",ADOBE - Adobe subscription AHM
2025-11-28,"₹11,313.61",VISTARA - Vistara flight Ref BQ0WOEKWKG
2025-09-16,"1,908 INR",ELECTRICITY - Electricity bill Payment V3WG7C
2025-04-03,"15,431",GOOGLE CLOUD - Google Cloud billing BLR
2025-10-31,500 INR,GOOGLE CLOUD - Google Cloud billing POS/DAS758
2025-01-19,"2,624",IMPS - IMPS transfer MUM
2025-04-06,323,DOMINOS - Dominos pizza
2025-06-06,"₹13,838",GOOGLE CLOUD - Google Cloud billing DEL
2025-01-07,"17,586",META ADS - Meta ads spend Payment K0QTN1
2025-11-25,200 INR,SLACK - Slack subscription ONLINE/Y2YYSM
2025-05-17,"1,217.11",ADOBE - Adobe subscription Txn UEV4NRV6EMVK
2025-01-09,160.35,UBER - Uber trip Txn XFGAAPX9SRYT
2025-10-17,₹431,SWIGGY - Swiggy food order AHM
2025-03-29,"₹10,836.85",NEFT - NEFT transfer Ref JOJ6Q1V4I8
2025-06-03,"6,144",MAKEMYTRIP - MakeMyTrip booking
2025-07-06,352 INR,OLA - Ola ride POS/7RMAYZ
2025-10-20,"2,900 INR",WATER - Water bill AHM
2025-09-12,639.14,ZOMATO - Zomato food order UPI/07YWAB
2025-06-07,₹500,LEGAL - Legal services UPI/RX5166
2025-11-17,"₹1,788",FLIPKART - Flipkart office supplies ONLINE/J6WHZ7
2025-09-08,847,ZOOM - Zoom subscription AHM
2025-02-17,"₹11,149",INDIGO - IndiGo flight BLR
2025-08-01,₹984,ATLASSIAN - Atlassian Jira UPI/E74M3B
2025-03-02,₹548,ZOMATO - Zomato food order Payment 27PT2T
2025-03-22,212.67 INR,DOMINOS - Dominos pizza ONLINE/10KVYX
2025-07-13,470,NETFLIX - Netflix subscription
2025-09-26,813,NOTION - Notion subscription MUM
2025-08-04,"₹14,418",META ADS - Meta ads spend AHM
2025-04-08,₹763,JIO - Jio fiber bill POS/JJW79F
2025-04-05,₹298.46,NETFLIX - Netflix subscription Txn 3OTUDCZ18O9Y
2025-11-03,"1,635 INR",JIO - Jio fiber bill AHM
2025-05-25,₹247,ATLASSIAN - Atlassian Jira AHM
2025-01-31,"₹1,995",AIRTEL - Airtel broadband bill AHM
2025-01-13,735 INR,ATLASSIAN - Atlassian Jira DEL
2025-03-06,"2,727",MICROSOFT - Microsoft 365 UPI/FV58PW
2025-08-22,₹50,UBER - Uber trip Txn TO248J4QBD6O
2025-04-13,"7,857",UPI - UPI transfer UPI/RV600Q
2025-09-23,525,BIGBASKET - BigBasket groceries Txn VHDPBSGKRW8K
2025-04-22,500,LEGAL - Legal services POS/92QAPE
2025-10-17,₹276.31,UBER - Uber trip BLR
2025-11-06,"12,861 INR",META ADS - Meta ads spend AHM
2025-02-12,"₹6,522",AWS - AWS cloud charges AHM
2025-06-25,"₹2,164",AIRTEL - Airtel broadband bill ONLINE/U0ODKH
2025-05-18,354,DMART - DMart groceries ONLINE/42BS4I
2025-01-09,₹550,DOMINOS - Dominos pizza BLR
2025-07-06,"₹1,979",AIRTEL - Airtel broadband bill
2025-12-22,38,ICICI - ICICI bank fee AHM
2025-10-25,"₹1,193",ATLASSIAN - Atlassian Jira Ref 54I98XHDY2
2025-03-29,₹50,NEFT - NEFT transfer Ref ELSNFEFWR0
2025-02-01,150,SBI - SBI service charge DEL
2025-04-22,50,IMPS - IMPS transfer BLR
2025-08-01,"₹7,065",FREELANCER - Freelance services Ref UJZZ6I1WDD
2025-10-16,"12,719",META ADS - Meta ads spend Txn ZP8NDNY8XQJD
2025-08-09,500,FREELANCER - Freelance services MUM
2025-08-09,749,RELIANCE FRESH - Reliance Fresh groceries Payment HN1UMC
2025-05-23,"8,260",UPI - UPI transfer MUM
2025-04-19,402,NETFLIX - Netflix subscription DEL
2025-08-31,771 INR,MICROSOFT - Microsoft 365 Ref 3L57PLWUWW
2025-01-05,₹230,STARBUCKS - Starbucks coffee MUM
2025-07-31,"8,714",VISTARA - Vistara flight
2025-12-13,"₹9,453",CA CONSULT - CA consultation DEL
2025-04-22,"1,724 INR",ZOOM - Zoom subscription UPI/C00YRX
2025-08-09,"1,852",ATLASSIAN - Atlassian Jira Txn AYXMRJQLZ7UT
2025-09-15,"2,514 INR",NOTION - Notion subscription BLR
2025-03-06,"1,861",BIGBASKET - BigBasket groceries DEL
2025-05-06,"1,626 INR",NOTION - Notion subscription BLR
2025-05-30,₹466,ZOMATO - Zomato food order Txn 50MMPS03BD9P
2025-10-20,413 INR,DMART - DMart groceries BLR
2025-08-03,405,SPOTIFY - Spotify subscription ONLINE/HWCNC1
2025-05-24,"7,681.91 INR",INDIGO - IndiGo flight BLR
2025-12-20,628 INR,IRCTC - IRCTC train booking AHM
2025-02-19,114,HDFC - HDFC bank charge DEL
2025-11-03,"5,157.98 INR",MAKEMYTRIP - MakeMyTrip booking DEL
2025-03-30,"₹1,628",SLACK - Slack subscription BLR
2025-02-02,245,BIGBASKET - BigBasket groceries DEL
2025-07-16,"₹3,373",ZOOM - Zoom subscription Txn A6SMKYBKNLR2
2025-08-02,"₹8,334",INDIGO - IndiGo flight Ref VHNZOGQJPS
2025-08-02,₹481,SWIGGY - Swiggy food order POS/0DEN3C
2025-03-19,₹362,STARBUCKS - Starbucks coffee DEL
2025-12-18,"2,421",NEFT - NEFT transfer POS/8TNGV4
2025-02-16,"₹3,226",AMAZON - Amazon office supplies Txn YENYN8KVV3HZ
2025-04-10,"1,752 INR",FREELANCER - Freelance services ONLINE/1EQXRZ
2025-08-30,₹200,BIGBASKET - BigBasket groceries BLR
2025-02-28,407 INR,KFC - KFC meal DEL
2025-04-07,370,DOMINOS - Dominos pizza UPI/MYHQBR
2025-05-29,309.34,UBER - Uber trip UPI/ZGM6ZF
2025-10-24,"₹3,273.64",GOIBIBO - Goibibo booking
2025-08-04,50,IMPS - IMPS transfer AHM
2025-05-13,₹78,OLA - Ola ride Payment S1OW74
2025-10-06,"3,076",LEGAL - Legal services DEL
2025-08-22,₹551.52,NETFLIX - Netflix subscription Ref A17D2K5HJ0
2025-08-28,971,RELIANCE FRESH - Reliance Fresh groceries Ref S1SN7FBMHE
2025-10-29,"₹2,116",INDIGO - IndiGo flight ONLINE/ZHFFI1
2025-06-02,"9,976 INR",GOOGLE CLOUD - Google Cloud billing BLR
2025-01-04,126 INR,KFC - KFC meal
2025-05-13,"2,294",DMART - DMart groceries DEL
2025-11-08,"3,598",NEFT - NEFT transfer Payment V95T8X
2025-03-29,"1,926 INR",MICROSOFT - Microsoft 365 Ref MSC41E0REQ
2025-12-18,362 INR,ELECTRICITY - Electricity bill BLR
2025-04-21,₹242,OLA - Ola ride UPI/QUIX2N
2025-07-30,₹631,ZOOM - Zoom subscription MUM
2025-07-30,"₹3,292",MICROSOFT - Microsoft 365 POS/FNDRQJ
2025-08-18,"1,816",FREELANCER - Freelance services
2025-03-29,"₹10,858",GOIBIBO - Goibibo booking
2025-02-15,"1,888.77",GITHUB - GitHub subscription BLR
2025-03-19,"1,332 INR",IRCTC - IRCTC train booking UPI/V61PCP
2025-11-26,₹50,IMPS - IMPS transfer ONLINE/4UTVZ2
2025-06-20,"₹2,329",ZOOM - Zoom subscription UPI/P96J1R
2025-10-26,₹346,GITHUB - GitHub subscription AHM
2025-12-05,₹152,HDFC - HDFC bank charge POS/JTC8BT
2025-05-19,"1,905",MAKEMYTRIP - MakeMyTrip booking ONLINE/QL6YC1
2025-08-06,"₹2,774",ADOBE - Adobe subscription POS/I64ZMC
2025-08-25,500 INR,AWS - AWS cloud charges AHM
2025-12-02,₹200,SLACK - Slack subscription Txn 0MXFNTNA5A2U
2025-08-16,₹503,SWIGGY - Swiggy food order AHM
2025-03-16,870 INR,IRCTC - IRCTC train booking Payment 288U11
2025-05-23,111,ICICI - ICICI bank fee Payment L2EYY6
2025-03-14,"₹10,983",GOOGLE ADS - Google ads spend Payment YLGCDO
2025-03-14,"₹1,685.81",MICROSOFT - Microsoft 365 ONLINE/3U0U0R
2025-03-04,"2,290",MICROSOFT - Microsoft 365 ONLINE/Q67ICM
2025-05-26,50 INR,UBER - Uber trip BLR
2025-03-10,345,NETFLIX - Netflix subscription DEL
2025-02-07,₹176,OLA - Ola ride AHM
2025-07-04,"2,139.56",ATLASSIAN - Atlassian Jira BLR
2025-10-13,"₹3,577",GAS - Gas bill AHM
2025-12-31,"₹1,888.22",NEFT - NEFT transfer POS/E1FVYX
2025-08-19,₹119,SBI - SBI service charge AHM
2025-12-21,695 INR,RELIANCE FRESH - Reliance Fresh groceries Txn AOM8DCKBB04R
2025-06-22,"1,672.44",INDIGO - IndiGo flight Txn ZFZCNVS3FAGS
2025-12-12,"₹2,949",BIGBASKET - BigBasket groceries Payment AAC50J
2025-06-28,"₹2,506",GAS - Gas bill MUM
2025-08-26,"1,557",FLIPKART - Flipkart office supplies UPI/8VHHTQ
2025-07-03,"19,743",META ADS - Meta ads spend Ref A4WTYQ5RFJ
2025-04-23,₹80,DOMINOS - Dominos pizza AHM
2025-10-10,"₹2,501",DMART - DMart groceries MUM
2025-05-17,"3,442.77 INR",AIRTEL - Airtel broadband bill BLR
2025-02-09,388,NETFLIX - Netflix subscription POS/5GAB8F
2025-11-25,"₹1,914",RELIANCE FRESH - Reliance Fresh groceries Ref OCD0I42CQM
2025-11-10,50,NEFT - NEFT transfer Txn LC3JPRBGRLE0
2025-02-27,"1,568",DMART - DMart groceries BLR
2025-11-28,"₹1,643",NOTION - Notion subscription POS/N04MWE
2025-07-18,"11,133",META ADS - Meta ads spend BLR
2025-02-18,₹854.59,JIO - Jio fiber bill MUM
2025-06-28,"₹3,895",FLIPKART - Flipkart office supplies Txn 12ITX93PFIWP
2025-05-04,"₹1,561",AWS - AWS cloud charges ONLINE/LV9RMR
2025-09-08,"7,621 INR",GOOGLE CLOUD - Google Cloud billing Ref XR2P96X4UE
2025-04-25,"3,566",JIO - Jio fiber bill UPI/H15ZVW
2025-05-17,"12,587 INR",GOOGLE CLOUD - Google Cloud billing Txn JLJP0LMQHM0T
2025-06-16,₹417,SLACK - Slack subscription AHM
2025-03-06,"1,040",MICROSOFT - Microsoft 365 POS/LVEXUL
2025-04-01,544,NOTION - Notion subscription AHM
2025-03-21,"₹2,349",NEFT - NEFT transfer BLR
2025-07-21,"8,367",CA CONSULT - CA consultation DEL
2025-09-24,"14,265",GOOGLE CLOUD - Google Cloud billing UPI/39X994
2025-03-15,433,SWIGGY - Swiggy food order Txn 0ER6P9ZX40YC
2025-06-25,"₹1,272",GITHUB - GitHub subscription ONLINE/4YE5F2
2025-12-13,"13,208",FREELANCER - Freelance services Txn JWCHZNRVNT2N
2025-11-30,"8,462",NEFT - NEFT transfer Payment WKCLH0
2025-08-06,"2,349",GITHUB - GitHub subscription POS/7WRV6R
2025-11-13,"₹2,515",ATLASSIAN - Atlassian Jira BLR
2025-03-12,"₹9,028",MAKEMYTRIP - MakeMyTrip booking DEL
2025-12-05,500,LEGAL - Legal services POS/A9RHGT
2025-02-05,"1,801",DMART - DMart groceries AHM
2025-04-06,₹123,UBER - Uber trip AHM
2025-06-15,₹157,HDFC - HDFC bank charge UPI/M6CJF3
2025-02-18,509 INR,NETFLIX - Netflix subscription
2025-10-25,507,SWIGGY - Swiggy food order ONLINE/30Z6HC
2025-08-02,440,SPOTIFY - Spotify subscription Ref MNORTJUIFM
2025-09-09,"1,515 INR",MICROSOFT - Microsoft 365 BLR
2025-04-22,"3,533 INR",ATLASSIAN - Atlassian Jira AHM
2025-03-03,162,OLA - Ola ride BLR
2025-12-02,"6,927 INR",INDIGO - IndiGo flight MUM
2025-01-29,557,SWIGGY - Swiggy food order BLR
2025-05-30,"1,202 INR",MAKEMYTRIP - MakeMyTrip booking POS/Z4GGN9
